,regimen,sid,day,mean,SE,error,lower,upper,p_value,imp,p_imp
287,AP,1627,3.2653061224489797,0.738,0.024,0.0,0.714,0.761,0.0,16.023,0.0
288,AP,1627,3.326530612244898,0.741,0.024,0.0,0.715,0.762,0.0,16.023,0.0
289,AP,1627,3.387755102040816,0.744,0.025,0.0,0.719,0.767,0.0,16.023,0.0
290,AP,1627,3.4489795918367347,0.747,0.025,0.0,0.721,0.771,0.0,16.023,0.0
291,AP,1627,3.510204081632653,0.749,0.026,0.0,0.722,0.772,0.0,16.023,0.0
292,AP,1627,3.571428571428571,0.752,0.026,0.0,0.724,0.775,0.0,16.023,0.0
293,AP,1627,3.63265306122449,0.755,0.026,0.0,0.726,0.778,0.0,16.023,0.0
294,AP,1627,3.693877551020408,0.757,0.027,0.0,0.734,0.786,0.0,16.023,0.0
295,AP,1627,3.7551020408163263,0.76,0.027,0.0,0.735,0.788,0.0,16.023,0.0
296,AP,1627,3.816326530612245,0.763,0.027,0.0,0.738,0.792,0.0,16.023,0.0
297,AP,1627,3.877551020408163,0.765,0.028,0.0,0.739,0.793,0.0,16.023,0.0
298,AP,1627,3.9387755102040813,0.768,0.028,0.0,0.741,0.796,0.0,16.023,0.0
299,AP,1627,4.0,0.77,0.028,0.0,0.744,0.799,0.0,16.023,0.0
300,AP,1641,1.0,0.599,0.025,0.0,0.577,0.627,0.0,20.35,0.0
301,AP,1641,1.0612244897959184,0.604,0.025,0.0,0.584,0.633,0.0,20.35,0.0
302,AP,1641,1.1224489795918366,0.61,0.024,0.0,0.588,0.636,0.0,20.35,0.0
303,AP,1641,1.183673469387755,0.615,0.023,0.0,0.594,0.641,0.0,20.35,0.0
304,AP,1641,1.2448979591836735,0.62,0.023,0.0,0.601,0.647,0.0,20.35,0.0
305,AP,1641,1.306122448979592,0.625,0.023,0.0,0.603,0.648,0.0,20.35,0.0
306,AP,1641,1.3673469387755102,0.63,0.022,0.0,0.61,0.654,0.0,20.35,0.0
307,AP,1641,1.4285714285714286,0.635,0.022,0.0,0.615,0.658,0.0,20.35,0.0
308,AP,1641,1.489795918367347,0.64,0.021,0.0,0.619,0.662,0.0,20.35,0.0
309,AP,1641,1.5510204081632653,0.645,0.021,0.0,0.624,0.666,0.0,20.35,0.0
310,AP,1641,1.6122448979591837,0.65,0.021,0.0,0.627,0.669,0.0,20.35,0.0
311,AP,1641,1.6734693877551021,0.655,0.021,0.0,0.635,0.676,0.0,20.35,0.0
312,AP,1641,1.7346938775510203,0.66,0.02,0.0,0.639,0.68,0.0,20.35,0.0
313,AP,1641,1.7959183673469388,0.664,0.02,0.0,0.643,0.684,0.0,20.35,0.0
314,AP,1641,1.8571428571428572,0.669,0.02,0.0,0.649,0.69,0.0,20.35,0.0
315,AP,1641,1.9183673469387754,0.674,0.02,0.0,0.652,0.692,0.0,20.35,0.0
316,AP,1641,1.9795918367346939,0.678,0.02,0.0,0.659,0.699,0.0,20.35,0.0
317,AP,1641,2.0408163265306123,0.683,0.02,0.0,0.663,0.703,0.0,20.35,0.0
318,AP,1641,2.1020408163265305,0.688,0.02,0.0,0.669,0.708,0.0,20.35,0.0
319,AP,1641,2.163265306122449,0.692,0.02,0.0,0.673,0.713,0.0,20.35,0.0
320,AP,1641,2.2244897959183674,0.696,0.02,0.0,0.678,0.717,0.0,20.35,0.0
321,AP,1641,2.2857142857142856,0.701,0.02,0.0,0.682,0.722,0.0,20.35,0.0
322,AP,1641,2.3469387755102042,0.705,0.02,0.0,0.686,0.726,0.0,20.35,0.0
323,AP,1641,2.4081632653061225,0.71,0.02,0.0,0.69,0.731,0.0,20.35,0.0
324,AP,1641,2.4693877551020407,0.714,0.021,0.0,0.695,0.737,0.0,20.35,0.0
325,AP,1641,2.5306122448979593,0.718,0.021,0.0,0.699,0.74,0.0,20.35,0.0
326,AP,1641,2.5918367346938775,0.722,0.021,0.0,0.703,0.745,0.0,20.35,0.0
327,AP,1641,2.6530612244897958,0.726,0.021,0.0,0.709,0.751,0.0,20.35,0.0
328,AP,1641,2.7142857142857144,0.73,0.021,0.0,0.712,0.755,0.0,20.35,0.0
329,AP,1641,2.7755102040816326,0.734,0.022,0.0,0.717,0.76,0.0,20.35,0.0
330,AP,1641,2.836734693877551,0.738,0.022,0.0,0.72,0.764,0.0,20.35,0.0
331,AP,1641,2.8979591836734695,0.742,0.022,0.0,0.724,0.768,0.0,20.35,0.0
332,AP,1641,2.9591836734693877,0.746,0.022,0.0,0.725,0.77,0.0,20.35,0.0
333,AP,1641,3.020408163265306,0.75,0.023,0.0,0.729,0.774,0.0,20.35,0.0
334,AP,1641,3.0816326530612246,0.753,0.023,0.0,0.731,0.777,0.0,20.35,0.0
335,AP,1641,3.142857142857143,0.757,0.023,0.0,0.735,0.781,0.0,20.35,0.0
336,AP,1641,3.204081632653061,0.761,0.023,0.0,0.737,0.785,0.0,20.35,0.0
337,AP,1641,3.2653061224489797,0.764,0.024,0.0,0.74,0.788,0.0,20.35,0.0
338,AP,1641,3.326530612244898,0.768,0.024,0.0,0.744,0.792,0.0,20.35,0.0
339,AP,1641,3.387755102040816,0.771,0.024,0.0,0.747,0.795,0.0,20.35,0.0
340,AP,1641,3.4489795918367347,0.774,0.024,0.0,0.751,0.8,0.0,20.35,0.0
341,AP,1641,3.510204081632653,0.778,0.025,0.0,0.753,0.803,0.0,20.35,0.0
342,AP,1641,3.571428571428571,0.781,0.025,0.0,0.756,0.807,0.0,20.35,0.0
343,AP,1641,3.63265306122449,0.784,0.025,0.0,0.758,0.809,0.0,20.35,0.0
344,AP,1641,3.693877551020408,0.788,0.025,0.0,0.762,0.813,0.0,20.35,0.0
345,AP,1641,3.7551020408163263,0.791,0.025,0.0,0.765,0.817,0.0,20.35,0.0
346,AP,1641,3.816326530612245,0.794,0.026,0.0,0.773,0.825,0.0,20.35,0.0
347,AP,1641,3.877551020408163,0.797,0.026,0.0,0.774,0.826,0.0,20.35,0.0
348,AP,1641,3.9387755102040813,0.8,0.026,0.0,0.779,0.832,0.0,20.35,0.0
349,AP,1641,4.0,0.803,0.026,0.0,0.78,0.833,0.0,20.35,0.0
350,LA,1621,1.0,0.589,0.022,0.0,0.566,0.611,0.0,4.353,0.296
351,LA,1621,1.0612244897959184,0.59,0.022,0.0,0.567,0.611,0.0,4.353,0.296
352,LA,1621,1.1224489795918366,0.591,0.021,0.0,0.569,0.611,0.0,4.353,0.296
353,LA,1621,1.183673469387755,0.592,0.021,0.0,0.571,0.612,0.0,4.353,0.296
354,LA,1621,1.2448979591836735,0.593,0.02,0.0,0.573,0.613,0.0,4.353,0.296
355,LA,1621,1.306122448979592,0.594,0.02,0.0,0.575,0.614,0.0,4.353,0.296
356,LA,1621,1.3673469387755102,0.595,0.019,0.0,0.576,0.614,0.0,4.353,0.296
357,LA,1621,1.4285714285714286,0.596,0.019,0.0,0.578,0.616,0.0,4.353,0.296
358,LA,1621,1.489795918367347,0.597,0.019,0.0,0.579,0.616,0.0,4.353,0.296
359,LA,1621,1.5510204081632653,0.598,0.018,0.0,0.58,0.617,0.0,4.353,0.296
360,LA,1621,1.6122448979591837,0.599,0.018,0.0,0.581,0.617,0.0,4.353,0.296
361,LA,1621,1.6734693877551021,0.599,0.018,0.0,0.582,0.618,0.0,4.353,0.296
362,LA,1621,1.7346938775510203,0.6,0.018,0.0,0.581,0.616,0.0,4.353,0.296
363,LA,1621,1.7959183673469388,0.601,0.017,0.0,0.586,0.621,0.0,4.353,0.296
364,LA,1621,1.8571428571428572,0.602,0.017,0.0,0.585,0.62,0.0,4.353,0.296
365,LA,1621,1.9183673469387754,0.603,0.017,0.0,0.585,0.62,0.0,4.353,0.296
366,LA,1621,1.9795918367346939,0.604,0.017,0.0,0.586,0.62,0.0,4.353,0.296
367,LA,1621,2.0408163265306123,0.605,0.017,0.0,0.588,0.622,0.0,4.353,0.296
368,LA,1621,2.1020408163265305,0.606,0.017,0.0,0.589,0.623,0.0,4.353,0.296
369,LA,1621,2.163265306122449,0.607,0.017,0.0,0.592,0.626,0.0,4.353,0.296
370,LA,1621,2.2244897959183674,0.608,0.017,0.0,0.591,0.625,0.0,4.353,0.296
371,LA,1621,2.2857142857142856,0.609,0.018,0.0,0.593,0.628,0.0,4.353,0.296
372,LA,1621,2.3469387755102042,0.609,0.018,0.0,0.594,0.629,0.0,4.353,0.296
373,LA,1621,2.4081632653061225,0.61,0.018,0.0,0.593,0.629,0.0,4.353,0.296
374,LA,1621,2.4693877551020407,0.611,0.018,0.0,0.593,0.629,0.0,4.353,0.296
375,LA,1621,2.5306122448979593,0.612,0.019,0.0,0.593,0.63,0.0,4.353,0.296
376,LA,1621,2.5918367346938775,0.613,0.019,0.0,0.594,0.632,0.0,4.353,0.296
377,LA,1621,2.6530612244897958,0.614,0.019,0.0,0.595,0.633,0.0,4.353,0.296
378,LA,1621,2.7142857142857144,0.615,0.02,0.0,0.596,0.634,0.0,4.353,0.296
379,LA,1621,2.7755102040816326,0.616,0.02,0.0,0.596,0.636,0.0,4.353,0.296
380,LA,1621,2.836734693877551,0.617,0.021,0.0,0.597,0.638,0.0,4.353,0.296
381,LA,1621,2.8979591836734695,0.617,0.021,0.0,0.598,0.64,0.0,4.353,0.296
382,LA,1621,2.9591836734693877,0.618,0.022,0.0,0.599,0.641,0.0,4.353,0.296
383,LA,1621,3.020408163265306,0.619,0.022,0.0,0.599,0.643,0.0,4.353,0.296
384,LA,1621,3.0816326530612246,0.62,0.023,0.0,0.6,0.644,0.0,4.353,0.296
385,LA,1621,3.142857142857143,0.621,0.023,0.0,0.599,0.645,0.0,4.353,0.296
386,LA,1621,3.204081632653061,0.622,0.024,0.0,0.599,0.645,0.0,4.353,0.296
387,LA,1621,3.2653061224489797,0.623,0.024,0.0,0.597,0.645,0.0,4.353,0.296
388,LA,1621,3.326530612244898,0.623,0.025,0.0,0.598,0.647,0.0,4.353,0.296
389,LA,1621,3.387755102040816,0.624,0.026,0.0,0.602,0.652,0.0,4.353,0.296
390,LA,1621,3.4489795918367347,0.625,0.026,0.0,0.602,0.653,0.0,4.353,0.296
391,LA,1621,3.510204081632653,0.626,0.027,0.0,0.602,0.654,0.0,4.353,0.296
392,LA,1621,3.571428571428571,0.627,0.027,0.0,0.602,0.655,0.0,4.353,0.296
393,LA,1621,3.63265306122449,0.628,0.028,0.0,0.602,0.657,0.0,4.353,0.296
394,LA,1621,3.693877551020408,0.629,0.029,0.0,0.603,0.659,0.0,4.353,0.296
395,LA,1621,3.7551020408163263,0.629,0.029,0.0,0.604,0.661,0.0,4.353,0.296
396,LA,1621,3.816326530612245,0.63,0.03,0.0,0.604,0.662,0.0,4.353,0.296
397,LA,1621,3.877551020408163,0.631,0.031,0.0,0.604,0.664,0.0,4.353,0.296
398,LA,1621,3.9387755102040813,0.632,0.031,0.0,0.602,0.663,0.0,4.353,0.296
399,LA,1621,4.0,0.633,0.032,0.001,0.605,0.667,0.0,4.353,0.296
400,LA,1652,1.0,0.524,0.021,0.0,0.503,0.544,0.0,-0.896,0.828
401,LA,1652,1.0612244897959184,0.524,0.02,0.0,0.503,0.543,0.0,-0.896,0.828
402,LA,1652,1.1224489795918366,0.524,0.02,0.0,0.503,0.542,0.0,-0.896,0.828
403,LA,1652,1.183673469387755,0.524,0.019,0.0,0.504,0.543,0.0,-0.896,0.828
404,LA,1652,1.2448979591836735,0.524,0.019,0.0,0.504,0.541,0.0,-0.896,0.828
405,LA,1652,1.306122448979592,0.524,0.019,0.0,0.504,0.541,0.0,-0.896,0.828
406,LA,1652,1.3673469387755102,0.523,0.018,0.0,0.505,0.541,0.0,-0.896,0.828
407,LA,1652,1.4285714285714286,0.523,0.018,0.0,0.505,0.54,0.0,-0.896,0.828
408,LA,1652,1.489795918367347,0.523,0.018,0.0,0.506,0.541,0.0,-0.896,0.828
409,LA,1652,1.5510204081632653,0.523,0.017,0.0,0.506,0.54,0.0,-0.896,0.828
410,LA,1652,1.6122448979591837,0.523,0.017,0.0,0.505,0.539,0.0,-0.896,0.828
411,LA,1652,1.6734693877551021,0.522,0.017,0.0,0.506,0.539,0.0,-0.896,0.828
412,LA,1652,1.7346938775510203,0.522,0.017,0.0,0.505,0.539,0.0,-0.896,0.828
413,LA,1652,1.7959183673469388,0.522,0.017,0.0,0.505,0.538,0.0,-0.896,0.828
414,LA,1652,1.8571428571428572,0.522,0.017,0.0,0.505,0.538,0.0,-0.896,0.828
415,LA,1652,1.9183673469387754,0.522,0.017,0.0,0.504,0.537,0.0,-0.896,0.828
416,LA,1652,1.9795918367346939,0.522,0.017,0.0,0.504,0.537,0.0,-0.896,0.828
417,LA,1652,2.0408163265306123,0.521,0.017,0.0,0.503,0.536,0.0,-0.896,0.828
418,LA,1652,2.1020408163265305,0.521,0.017,0.0,0.502,0.535,0.0,-0.896,0.828
419,LA,1652,2.163265306122449,0.521,0.017,0.0,0.505,0.538,0.0,-0.896,0.828
420,LA,1652,2.2244897959183674,0.521,0.017,0.0,0.505,0.538,0.0,-0.896,0.828
421,LA,1652,2.2857142857142856,0.521,0.017,0.0,0.504,0.538,0.0,-0.896,0.828
422,LA,1652,2.3469387755102042,0.52,0.018,0.0,0.503,0.537,0.0,-0.896,0.828
423,LA,1652,2.4081632653061225,0.52,0.018,0.0,0.503,0.537,0.0,-0.896,0.828
424,LA,1652,2.4693877551020407,0.52,0.018,0.0,0.502,0.538,0.0,-0.896,0.828
425,LA,1652,2.5306122448979593,0.52,0.018,0.0,0.502,0.538,0.0,-0.896,0.828
426,LA,1652,2.5918367346938775,0.52,0.019,0.0,0.503,0.54,0.0,-0.896,0.828
427,LA,1652,2.6530612244897958,0.52,0.019,0.0,0.503,0.54,0.0,-0.896,0.828
428,LA,1652,2.7142857142857144,0.519,0.02,0.0,0.502,0.541,0.0,-0.896,0.828
429,LA,1652,2.7755102040816326,0.519,0.02,0.0,0.498,0.538,0.0,-0.896,0.828
430,LA,1652,2.836734693877551,0.519,0.02,0.0,0.498,0.538,0.0,-0.896,0.828
431,LA,1652,2.8979591836734695,0.519,0.021,0.0,0.498,0.539,0.0,-0.896,0.828
432,LA,1652,2.9591836734693877,0.519,0.021,0.0,0.499,0.541,0.0,-0.896,0.828
433,LA,1652,3.020408163265306,0.518,0.022,0.0,0.499,0.541,0.0,-0.896,0.828
434,LA,1652,3.0816326530612246,0.518,0.022,0.0,0.498,0.542,0.0,-0.896,0.828
435,LA,1652,3.142857142857143,0.518,0.023,0.0,0.497,0.542,0.0,-0.896,0.828
436,LA,1652,3.204081632653061,0.518,0.024,0.0,0.495,0.541,0.0,-0.896,0.828
437,LA,1652,3.2653061224489797,0.518,0.024,0.0,0.495,0.543,0.0,-0.896,0.828
438,LA,1652,3.326530612244898,0.517,0.025,0.0,0.495,0.544,0.0,-0.896,0.828
439,LA,1652,3.387755102040816,0.517,0.025,0.0,0.494,0.544,0.0,-0.896,0.828
440,LA,1652,3.4489795918367347,0.517,0.026,0.0,0.493,0.544,0.0,-0.896,0.828
441,LA,1652,3.510204081632653,0.517,0.026,0.0,0.492,0.544,0.0,-0.896,0.828
442,LA,1652,3.571428571428571,0.517,0.027,0.0,0.492,0.546,0.0,-0.896,0.828
443,LA,1652,3.63265306122449,0.517,0.028,0.0,0.491,0.546,0.0,-0.896,0.828
444,LA,1652,3.693877551020408,0.516,0.028,0.0,0.491,0.547,0.0,-0.896,0.828
445,LA,1652,3.7551020408163263,0.516,0.029,0.0,0.49,0.547,0.0,-0.896,0.828
446,LA,1652,3.816326530612245,0.516,0.03,0.0,0.49,0.549,0.0,-0.896,0.828
447,LA,1652,3.877551020408163,0.516,0.03,0.0,0.489,0.549,0.0,-0.896,0.828
448,LA,1652,3.9387755102040813,0.516,0.031,0.0,0.488,0.549,0.0,-0.896,0.828
449,LA,1652,4.0,0.515,0.032,0.001,0.489,0.551,0.0,-0.896,0.828
450,LA,1672,1.0,0.817,0.022,0.0,0.797,0.841,0.0,14.896,0.0
451,LA,1672,1.0612244897959184,0.823,0.021,0.0,0.801,0.843,0.0,14.896,0.0
452,LA,1672,1.1224489795918366,0.829,0.02,0.0,0.809,0.849,0.0,14.896,0.0
453,LA,1672,1.183673469387755,0.834,0.019,0.0,0.815,0.853,0.0,14.896,0.0
454,LA,1672,1.2448979591836735,0.839,0.018,0.0,0.822,0.858,0.0,14.896,0.0
455,LA,1672,1.306122448979592,0.845,0.017,0.0,0.829,0.863,0.0,14.896,0.0
456,LA,1672,1.3673469387755102,0.85,0.016,0.0,0.834,0.867,0.0,14.896,0.0
457,LA,1672,1.4285714285714286,0.855,0.016,0.0,0.839,0.87,0.0,14.896,0.0
458,LA,1672,1.489795918367347,0.859,0.015,0.0,0.845,0.874,0.0,14.896,0.0
459,LA,1672,1.5510204081632653,0.864,0.014,0.0,0.851,0.879,0.0,14.896,0.0
460,LA,1672,1.6122448979591837,0.868,0.014,0.0,0.856,0.883,0.0,14.896,0.0
461,LA,1672,1.6734693877551021,0.873,0.013,0.0,0.86,0.886,0.0,14.896,0.0
462,LA,1672,1.7346938775510203,0.877,0.013,0.0,0.864,0.889,0.0,14.896,0.0
463,LA,1672,1.7959183673469388,0.881,0.013,0.0,0.869,0.894,0.0,14.896,0.0
464,LA,1672,1.8571428571428572,0.885,0.012,0.0,0.874,0.898,0.0,14.896,0.0
465,LA,1672,1.9183673469387754,0.889,0.012,0.0,0.878,0.901,0.0,14.896,0.0
466,LA,1672,1.9795918367346939,0.893,0.012,0.0,0.882,0.905,0.0,14.896,0.0
467,LA,1672,2.0408163265306123,0.896,0.012,0.0,0.886,0.909,0.0,14.896,0.0
468,LA,1672,2.1020408163265305,0.9,0.011,0.0,0.89,0.912,0.0,14.896,0.0
469,LA,1672,2.163265306122449,0.903,0.011,0.0,0.893,0.915,0.0,14.896,0.0
470,LA,1672,2.2244897959183674,0.907,0.011,0.0,0.897,0.918,0.0,14.896,0.0
471,LA,1672,2.2857142857142856,0.91,0.011,0.0,0.9,0.922,0.0,14.896,0.0
472,LA,1672,2.3469387755102042,0.913,0.011,0.0,0.904,0.925,0.0,14.896,0.0
473,LA,1672,2.4081632653061225,0.916,0.011,0.0,0.907,0.928,0.0,14.896,0.0
474,LA,1672,2.4693877551020407,0.919,0.011,0.0,0.909,0.93,0.0,14.896,0.0
475,LA,1672,2.5306122448979593,0.922,0.011,0.0,0.913,0.934,0.0,14.896,0.0
476,LA,1672,2.5918367346938775,0.924,0.011,0.0,0.916,0.937,0.0,14.896,0.0
477,LA,1672,2.6530612244897958,0.927,0.011,0.0,0.918,0.939,0.0,14.896,0.0
478,LA,1672,2.7142857142857144,0.929,0.011,0.0,0.92,0.941,0.0,14.896,0.0
479,LA,1672,2.7755102040816326,0.932,0.011,0.0,0.923,0.944,0.0,14.896,0.0
480,LA,1672,2.836734693877551,0.934,0.011,0.0,0.926,0.946,0.0,14.896,0.0
481,LA,1672,2.8979591836734695,0.936,0.011,0.0,0.928,0.949,0.0,14.896,0.0
482,LA,1672,2.9591836734693877,0.939,0.011,0.0,0.93,0.95,0.0,14.896,0.0
483,LA,1672,3.020408163265306,0.941,0.01,0.0,0.932,0.952,0.0,14.896,0.0
484,LA,1672,3.0816326530612246,0.943,0.01,0.0,0.934,0.954,0.0,14.896,0.0
485,LA,1672,3.142857142857143,0.945,0.01,0.0,0.937,0.957,0.0,14.896,0.0
486,LA,1672,3.204081632653061,0.947,0.01,0.0,0.939,0.959,0.0,14.896,0.0
487,LA,1672,3.2653061224489797,0.949,0.01,0.0,0.94,0.96,0.0,14.896,0.0
488,LA,1672,3.326530612244898,0.95,0.01,0.0,0.943,0.963,0.0,14.896,0.0
489,LA,1672,3.387755102040816,0.952,0.01,0.0,0.945,0.964,0.0,14.896,0.0
490,LA,1672,3.4489795918367347,0.954,0.01,0.0,0.947,0.966,0.0,14.896,0.0
491,LA,1672,3.510204081632653,0.955,0.01,0.0,0.948,0.968,0.0,14.896,0.0
492,LA,1672,3.571428571428571,0.957,0.01,0.0,0.95,0.969,0.0,14.896,0.0
493,LA,1672,3.63265306122449,0.958,0.01,0.0,0.951,0.97,0.0,14.896,0.0
494,LA,1672,3.693877551020408,0.96,0.01,0.0,0.953,0.972,0.0,14.896,0.0
495,LA,1672,3.7551020408163263,0.961,0.01,0.0,0.955,0.973,0.0,14.896,0.0
496,LA,1672,3.816326530612245,0.962,0.01,0.0,0.956,0.975,0.0,14.896,0.0
497,LA,1672,3.877551020408163,0.964,0.01,0.0,0.957,0.975,0.0,14.896,0.0
498,LA,1672,3.9387755102040813,0.965,0.009,0.0,0.958,0.976,0.0,14.896,0.0
499,LA,1672,4.0,0.966,0.009,0.0,0.96,0.977,0.0,14.896,0.0
500,LA,1674,1.0,0.509,0.022,0.0,0.488,0.531,0.0,-4.664,0.244
501,LA,1674,1.0612244897959184,0.508,0.021,0.0,0.488,0.53,0.0,-4.664,0.244
502,LA,1674,1.1224489795918366,0.507,0.021,0.0,0.489,0.53,0.0,-4.664,0.244
503,LA,1674,1.183673469387755,0.506,0.02,0.0,0.487,0.527,0.0,-4.664,0.244
504,LA,1674,1.2448979591836735,0.505,0.02,0.0,0.486,0.526,0.0,-4.664,0.244
505,LA,1674,1.306122448979592,0.504,0.02,0.0,0.487,0.525,0.0,-4.664,0.244
506,LA,1674,1.3673469387755102,0.503,0.019,0.0,0.485,0.523,0.0,-4.664,0.244
507,LA,1674,1.4285714285714286,0.502,0.019,0.0,0.486,0.524,0.0,-4.664,0.244
508,LA,1674,1.489795918367347,0.501,0.019,0.0,0.482,0.519,0.0,-4.664,0.244
509,LA,1674,1.5510204081632653,0.5,0.018,0.0,0.481,0.517,0.0,-4.664,0.244
510,LA,1674,1.6122448979591837,0.499,0.018,0.0,0.48,0.516,0.0,-4.664,0.244
511,LA,1674,1.6734693877551021,0.498,0.018,0.0,0.479,0.514,0.0,-4.664,0.244
512,LA,1674,1.7346938775510203,0.497,0.018,0.0,0.481,0.516,0.0,-4.664,0.244
513,LA,1674,1.7959183673469388,0.496,0.017,0.0,0.479,0.514,0.0,-4.664,0.244
514,LA,1674,1.8571428571428572,0.495,0.017,0.0,0.48,0.514,0.0,-4.664,0.244
515,LA,1674,1.9183673469387754,0.494,0.017,0.0,0.479,0.514,0.0,-4.664,0.244
516,LA,1674,1.9795918367346939,0.493,0.017,0.0,0.477,0.512,0.0,-4.664,0.244
517,LA,1674,2.0408163265306123,0.492,0.017,0.0,0.476,0.511,0.0,-4.664,0.244
518,LA,1674,2.1020408163265305,0.491,0.017,0.0,0.475,0.509,0.0,-4.664,0.244
519,LA,1674,2.163265306122449,0.49,0.017,0.0,0.473,0.508,0.0,-4.664,0.244
520,LA,1674,2.2244897959183674,0.489,0.018,0.0,0.472,0.507,0.0,-4.664,0.244
521,LA,1674,2.2857142857142856,0.488,0.018,0.0,0.471,0.506,0.0,-4.664,0.244
522,LA,1674,2.3469387755102042,0.487,0.018,0.0,0.469,0.505,0.0,-4.664,0.244
523,LA,1674,2.4081632653061225,0.486,0.018,0.0,0.469,0.506,0.0,-4.664,0.244
524,LA,1674,2.4693877551020407,0.486,0.018,0.0,0.468,0.505,0.0,-4.664,0.244
525,LA,1674,2.5306122448979593,0.485,0.019,0.0,0.465,0.502,0.0,-4.664,0.244
526,LA,1674,2.5918367346938775,0.484,0.019,0.0,0.464,0.502,0.0,-4.664,0.244
527,LA,1674,2.6530612244897958,0.483,0.019,0.0,0.463,0.502,0.0,-4.664,0.244
528,LA,1674,2.7142857142857144,0.482,0.02,0.0,0.462,0.501,0.0,-4.664,0.244
529,LA,1674,2.7755102040816326,0.481,0.02,0.0,0.461,0.501,0.0,-4.664,0.244
530,LA,1674,2.836734693877551,0.48,0.021,0.0,0.459,0.5,0.0,-4.664,0.244
531,LA,1674,2.8979591836734695,0.479,0.021,0.0,0.456,0.498,0.0,-4.664,0.244
532,LA,1674,2.9591836734693877,0.478,0.022,0.0,0.455,0.498,0.0,-4.664,0.244
533,LA,1674,3.020408163265306,0.477,0.022,0.0,0.454,0.498,0.0,-4.664,0.244
534,LA,1674,3.0816326530612246,0.476,0.023,0.0,0.453,0.498,0.0,-4.664,0.244
535,LA,1674,3.142857142857143,0.475,0.023,0.0,0.451,0.498,0.0,-4.664,0.244
536,LA,1674,3.204081632653061,0.474,0.024,0.0,0.449,0.496,0.0,-4.664,0.244
537,LA,1674,3.2653061224489797,0.473,0.024,0.0,0.447,0.496,0.0,-4.664,0.244
538,LA,1674,3.326530612244898,0.472,0.025,0.0,0.445,0.495,0.0,-4.664,0.244
539,LA,1674,3.387755102040816,0.471,0.025,0.0,0.444,0.494,0.0,-4.664,0.244
540,LA,1674,3.4489795918367347,0.47,0.026,0.0,0.443,0.495,0.0,-4.664,0.244
541,LA,1674,3.510204081632653,0.469,0.027,0.0,0.442,0.495,0.0,-4.664,0.244
542,LA,1674,3.571428571428571,0.468,0.027,0.0,0.439,0.494,0.0,-4.664,0.244
543,LA,1674,3.63265306122449,0.468,0.028,0.0,0.438,0.494,0.0,-4.664,0.244
544,LA,1674,3.693877551020408,0.467,0.029,0.0,0.439,0.496,0.0,-4.664,0.244
545,LA,1674,3.7551020408163263,0.466,0.029,0.0,0.436,0.494,0.0,-4.664,0.244
546,LA,1674,3.816326530612245,0.465,0.03,0.0,0.435,0.495,0.0,-4.664,0.244
547,LA,1674,3.877551020408163,0.464,0.03,0.0,0.433,0.495,0.0,-4.664,0.244
548,LA,1674,3.9387755102040813,0.463,0.031,0.0,0.432,0.495,0.0,-4.664,0.244
549,LA,1674,4.0,0.462,0.032,0.001,0.433,0.497,0.0,-4.664,0.244
550,LA,1684,1.0,0.697,0.022,0.0,0.677,0.721,0.0,20.556,0.0
551,LA,1684,1.0612244897959184,0.704,0.021,0.0,0.682,0.725,0.0,20.556,0.0
552,LA,1684,1.1224489795918366,0.711,0.02,0.0,0.694,0.735,0.0,20.556,0.0
553,LA,1684,1.183673469387755,0.717,0.019,0.0,0.702,0.741,0.0,20.556,0.0
554,LA,1684,1.2448979591836735,0.723,0.019,0.0,0.708,0.746,0.0,20.556,0.0
555,LA,1684,1.306122448979592,0.73,0.018,0.0,0.714,0.75,0.0,20.556,0.0
556,LA,1684,1.3673469387755102,0.736,0.018,0.0,0.72,0.755,0.0,20.556,0.0
557,LA,1684,1.4285714285714286,0.742,0.017,0.0,0.726,0.76,0.0,20.556,0.0
558,LA,1684,1.489795918367347,0.748,0.017,0.0,0.732,0.765,0.0,20.556,0.0
559,LA,1684,1.5510204081632653,0.754,0.016,0.0,0.738,0.77,0.0,20.556,0.0
560,LA,1684,1.6122448979591837,0.759,0.016,0.0,0.743,0.774,0.0,20.556,0.0
561,LA,1684,1.6734693877551021,0.765,0.015,0.0,0.75,0.781,0.0,20.556,0.0
562,LA,1684,1.7346938775510203,0.77,0.015,0.0,0.755,0.785,0.0,20.556,0.0
563,LA,1684,1.7959183673469388,0.775,0.015,0.0,0.762,0.791,0.0,20.556,0.0
564,LA,1684,1.8571428571428572,0.781,0.015,0.0,0.766,0.795,0.0,20.556,0.0
565,LA,1684,1.9183673469387754,0.786,0.014,0.0,0.771,0.799,0.0,20.556,0.0
566,LA,1684,1.9795918367346939,0.791,0.014,0.0,0.776,0.804,0.0,20.556,0.0
567,LA,1684,2.0408163265306123,0.796,0.014,0.0,0.782,0.81,0.0,20.556,0.0
568,LA,1684,2.1020408163265305,0.8,0.014,0.0,0.786,0.814,0.0,20.556,0.0
569,LA,1684,2.163265306122449,0.805,0.014,0.0,0.791,0.819,0.0,20.556,0.0
570,LA,1684,2.2244897959183674,0.809,0.014,0.0,0.796,0.824,0.0,20.556,0.0
571,LA,1684,2.2857142857142856,0.814,0.014,0.0,0.8,0.828,0.0,20.556,0.0
572,LA,1684,2.3469387755102042,0.818,0.014,0.0,0.804,0.832,0.0,20.556,0.0
